날짜,지역,수요량(MJ),기온(°C),요일
2024-11-09,안동,1982.1,11.4,토
2024-11-10,안동,1961.8,9.5,일
2024-11-11,안동,2222.6,12.5,월
2024-11-12,안동,2054.9,12.7,화
2024-11-13,안동,2142.9,14.9,수
2024-11-14,안동,2059.2,12.4,목
2024-11-15,안동,2064.4,11.6,금
2024-11-16,안동,2110.4,12.2,토
2024-11-17,안동,1787.2,9.8,일
2024-11-18,안동,2137.4,15.4,월
2024-11-19,안동,2272.3,11.2,화
2024-11-20,안동,2357.2,11.3,수
2024-11-21,안동,2107.3,13.9,목
2024-11-22,안동,2094.6,16.8,금
2024-11-23,안동,1973.1,14.0,토
2024-11-24,안동,2095.8,15.1,일
2024-11-25,안동,2078.6,12.6,월
2024-11-26,안동,2086.8,13.4,화
2024-11-27,안동,2174.7,16.5,수
2024-11-28,안동,2179.9,11.8,목
2024-11-29,안동,2055.1,9.8,금
2024-11-30,안동,1880.1,14.9,토
2024-12-01,안동,2661.6,4.9,일
2024-12-02,안동,2983.5,9.4,월
2024-12-03,안동,2771.0,9.0,화
2024-12-04,안동,3096.2,4.2,수
2024-12-05,안동,2843.9,6.4,목
2024-12-06,안동,2960.1,9.7,금
2024-12-07,안동,2872.6,7.9,토
2024-12-08,안동,2712.2,5.7,일
2024-12-09,안동,2918.7,7.1,월
2024-12-10,안동,2953.1,10.1,화
2024-12-11,안동,3034.4,8.1,수
2024-12-12,안동,2759.2,6.3,목
2024-12-13,안동,2596.8,4.9,금
2024-12-14,안동,2449.0,11.1,토
2024-12-15,안동,2556.1,6.6,일
2024-12-16,안동,2997.5,7.6,월
2024-12-17,안동,2796.0,8.7,화
2024-12-18,안동,2920.7,6.7,수
2024-12-19,안동,3111.5,6.5,목
2024-12-20,안동,2985.8,8.0,금
2024-12-21,안동,2744.1,8.3,토
2024-12-22,안동,2423.9,7.4,일
2024-12-23,안동,2786.2,7.8,월
2024-12-24,안동,2964.4,6.0,화
2024-12-25,안동,2883.1,9.5,수
2024-12-26,안동,3125.1,7.6,목
2024-12-27,안동,3254.6,7.5,금
2024-12-28,안동,2363.8,8.1,토
2024-12-29,안동,2641.4,8.5,일
2024-12-30,안동,2976.9,9.6,월
2024-12-31,안동,2703.7,6.7,화
2023-01-01,영주,1648.1,4.6,일
2023-01-02,영주,1968.8,3.8,월
2023-01-03,영주,1950.2,8.3,화
2023-01-04,영주,1955.0,2.6,수
2023-01-05,영주,1854.2,7.4,목
2023-01-06,영주,1913.9,4.7,금
2023-01-07,영주,1777.0,3.4,토
2023-01-08,영주,1757.4,4.8,일
2023-01-09,영주,1870.7,3.2,월
2023-01-10,영주,1876.8,6.4,화
2023-01-11,영주,1874.3,8.5,수
2023-01-12,영주,2001.7,5.4,목
2023-01-13,영주,1744.1,2.2,금
2023-01-14,영주,1829.9,1.9,토
2023-01-15,영주,1941.4,3.9,일
2023-01-16,영주,1930.1,3.9,월
2023-01-17,영주,2104.3,8.1,화
2023-01-18,영주,2028.1,9.1,수
2023-01-19,영주,1969.2,7.0,목
2023-01-20,영주,1859.8,6.6,금
2023-01-21,영주,1721.0,3.4,토
2023-01-22,영주,1682.2,4.7,일
2023-01-23,영주,2003.9,6.4,월
2023-01-24,영주,2053.8,5.2,화
2023-01-25,영주,1894.0,2.7,수
2023-01-26,영주,1734.0,3.6,목
2023-01-27,영주,1900.9,4.8,금
2023-01-28,영주,1775.5,8.0,토
2023-01-29,영주,1880.8,3.0,일
2023-01-30,영주,1968.2,7.4,월
2023-01-31,영주,1820.8,4.5,화
2023-02-01,영주,1855.3,6.3,수
2023-02-02,영주,1895.3,10.8,목
2023-02-03,영주,1661.0,6.0,금
2023-02-04,영주,1443.5,7.3,토
2023-02-05,영주,1571.9,7.7,일
2023-02-06,영주,1619.2,6.1,월
2023-02-07,영주,1712.6,8.0,화
2023-02-08,영주,1506.8,4.7,수
2023-02-09,영주,1915.4,7.0,목
2023-02-10,영주,1719.3,10.3,금
2023-02-11,영주,1620.7,5.8,토
2023-02-12,영주,1607.4,5.0,일
2023-02-13,영주,1867.4,8.5,월
2023-02-14,영주,1741.6,6.8,화
2023-02-15,영주,1686.8,5.3,수
2023-02-16,영주,1791.8,6.6,목
2023-02-17,영주,1688.8,8.8,금
2023-02-18,영주,1562.1,10.0,토
2023-02-19,영주,1524.4,7.0,일
2023-02-20,영주,1837.3,2.2,월
2023-02-21,영주,1734.8,8.5,화
2023-02-22,영주,1804.9,7.1,수
2023-02-23,영주,1713.0,3.9,목
2023-02-24,영주,1649.2,8.6,금
2023-02-25,영주,1476.1,7.6,토
2023-02-26,영주,1580.7,7.9,일
2023-02-27,영주,1862.0,3.8,월
2023-02-28,영주,1688.2,5.5,화
2023-03-01,영주,1294.3,12.9,수
2023-03-02,영주,1227.8,10.5,목
2023-03-03,영주,1266.4,13.4,금
2023-03-04,영주,1081.4,12.9,토
2023-03-05,영주,1106.3,10.8,일
2023-03-06,영주,1045.2,10.4,월
2023-03-07,영주,1279.3,13.4,화
2023-03-08,영주,1162.2,7.8,수
2023-03-09,영주,1349.9,13.7,목
2023-03-10,영주,1179.4,12.5,금
2023-03-11,영주,1177.3,12.1,토
2023-03-12,영주,1057.6,11.2,일
2023-03-13,영주,1165.7,11.5,월
2023-03-14,영주,1323.4,12.7,화
2023-03-15,영주,1208.6,13.1,수
2023-03-16,영주,1128.3,11.9,목
2023-03-17,영주,1219.2,14.3,금
2023-03-18,영주,1277.5,12.1,토
2023-03-19,영주,1060.2,13.1,일
2023-03-20,영주,1294.3,11.6,월
2023-03-21,영주,1136.0,12.7,화
2023-03-22,영주,1183.1,14.3,수
2023-03-23,영주,1290.1,16.2,목
2023-03-24,영주,1302.4,11.6,금
2023-03-25,영주,1148.6,12.6,토
2023-03-26,영주,1055.0,13.5,일
2023-03-27,영주,1287.0,11.2,월
2023-03-28,영주,1199.3,11.8,화
2023-03-29,영주,1249.9,10.6,수
2023-03-30,영주,1158.7,16.6,목
2023-03-31,영주,1310.4,12.5,금
2023-04-01,영주,774.5,19.8,토
2023-04-02,영주,773.6,17.9,일
2023-04-03,영주,883.0,19.6,월
2023-04-04,영주,950.5,22.4,화
2023-04-05,영주,855.2,21.2,수
2023-04-06,영주,826.6,20.4,목
2023-04-07,영주,829.1,20.7,금
2023-04-08,영주,807.2,20.3,토
2023-04-09,영주,800.5,18.0,일
2023-04-10,영주,836.5,22.6,월
2023-04-11,영주,815.9,15.8,화
2023-04-12,영주,840.5,22.6,수
2023-04-13,영주,820.3,18.0,목
2023-04-14,영주,864.5,21.7,금
2023-04-15,영주,743.5,19.5,토
2023-04-16,영주,722.4,19.2,일
2023-04-17,영주,827.9,23.2,월
2023-04-18,영주,905.5,22.4,화
2023-04-19,영주,823.3,22.0,수
2023-04-20,영주,840.5,20.8,목
2023-04-21,영주,855.1,18.2,금
2023-04-22,영주,802.3,17.6,토
2023-04-23,영주,765.0,19.1,일
2023-04-24,영주,830.6,20.6,월
2023-04-25,영주,821.5,21.2,화
2023-04-26,영주,784.9,21.7,수
2023-04-27,영주,923.1,20.3,목
2023-04-28,영주,813.0,18.0,금
2023-04-29,영주,764.2,21.0,토
2023-04-30,영주,775.9,20.7,일
2023-05-01,영주,646.0,28.8,월
2023-05-02,영주,604.6,28.3,화
2023-05-03,영주,670.1,28.8,수
2023-05-04,영주,582.2,27.2,목
2023-05-05,영주,608.3,29.7,금
2023-05-06,영주,574.1,23.2,토
2023-05-07,영주,548.3,26.4,일
2023-05-08,영주,617.8,28.2,월
2023-05-09,영주,598.7,28.9,화
2023-05-10,영주,604.1,28.5,수
2023-05-11,영주,630.8,29.0,목
2023-05-12,영주,645.2,25.6,금
2023-05-13,영주,573.1,26.4,토
2023-05-14,영주,601.4,28.2,일
2023-05-15,영주,601.3,27.1,월
2023-05-16,영주,602.7,27.5,화
2023-05-17,영주,562.5,29.1,수
2023-05-18,영주,579.3,25.4,목
2023-05-19,영주,664.3,29.4,금
2023-05-20,영주,546.2,27.3,토
2023-05-21,영주,582.8,27.6,일
2023-05-22,영주,619.3,25.6,월
2023-05-23,영주,627.3,29.5,화
2023-05-24,영주,642.6,27.9,수
2023-05-25,영주,632.7,22.1,목
2023-05-26,영주,556.0,26.2,금
2023-05-27,영주,588.6,28.5,토
2023-05-28,영주,577.0,27.2,일
2023-05-29,영주,652.2,30.7,월
2023-05-30,영주,634.7,30.8,화
2023-05-31,영주,563.0,27.7,수
2023-06-01,영주,366.4,32.5,목
2023-06-02,영주,379.1,37.3,금
2023-06-03,영주,353.7,33.2,토
2023-06-04,영주,373.4,33.1,일
2023-06-05,영주,386.2,31.7,월
2023-06-06,영주,357.3,31.5,화
2023-06-07,영주,381.8,31.8,수
2023-06-08,영주,369.3,32.1,목
2023-06-09,영주,380.9,30.2,금
2023-06-10,영주,357.3,30.0,토
2023-06-11,영주,319.2,33.2,일
2023-06-12,영주,368.1,32.4,월
2023-06-13,영주,408.1,33.6,화
2023-06-14,영주,384.7,29.2,수
2023-06-15,영주,395.3,32.7,목
2023-06-16,영주,368.1,33.4,금
2023-06-17,영주,330.5,32.4,토
2023-06-18,영주,344.6,35.1,일
2023-06-19,영주,381.3,36.8,월
2023-06-20,영주,353.6,31.6,화
2023-06-21,영주,352.2,29.4,수
2023-06-22,영주,392.2,33.5,목
2023-06-23,영주,399.6,29.8,금
2023-06-24,영주,346.8,32.0,토
2023-06-25,영주,359.7,36.2,일
2023-06-26,영주,365.5,32.5,월
2023-06-27,영주,368.7,28.7,화
2023-06-28,영주,363.6,32.6,수
2023-06-29,영주,384.0,32.7,목
2023-06-30,영주,370.1,32.5,금
2023-07-01,영주,281.5,35.3,토
2023-07-02,영주,294.8,32.8,일
2023-07-03,영주,306.3,34.8,월
2023-07-04,영주,309.6,36.4,화
2023-07-05,영주,310.4,36.9,수
2023-07-06,영주,311.5,33.8,목
2023-07-07,영주,307.7,32.7,금
2023-07-08,영주,272.5,34.9,토
2023-07-09,영주,249.5,34.7,일
2023-07-10,영주,307.4,33.9,월
2023-07-11,영주,290.3,35.3,화
2023-07-12,영주,292.7,37.5,수
2023-07-13,영주,312.5,36.9,목
2023-07-14,영주,333.2,33.7,금
2023-07-15,영주,288.1,32.6,토
2023-07-16,영주,266.2,37.0,일
2023-07-17,영주,302.2,37.8,월
2023-07-18,영주,310.0,35.6,화
2023-07-19,영주,318.4,34.7,수
2023-07-20,영주,279.2,36.6,목
2023-07-21,영주,280.6,37.6,금
2023-07-22,영주,290.9,37.1,토
2023-07-23,영주,269.7,32.8,일
2023-07-24,영주,302.7,32.8,월
2023-07-25,영주,317.9,34.4,화
2023-07-26,영주,327.4,37.6,수
2023-07-27,영주,302.8,33.9,목
2023-07-28,영주,293.7,31.6,금
2023-07-29,영주,297.6,36.9,토
2023-07-30,영주,267.2,32.5,일
2023-07-31,영주,310.3,34.9,월
2023-08-01,영주,390.6,31.4,화
2023-08-02,영주,382.2,32.0,수
2023-08-03,영주,382.6,34.1,목
2023-08-04,영주,380.4,32.1,금
2023-08-05,영주,337.9,32.8,토
2023-08-06,영주,371.8,32.5,일
2023-08-07,영주,376.8,34.1,월
2023-08-08,영주,376.1,34.4,화
2023-08-09,영주,389.6,35.3,수
2023-08-10,영주,391.1,32.8,목
2023-08-11,영주,361.0,29.8,금
2023-08-12,영주,346.7,30.6,토
2023-08-13,영주,382.7,36.5,일
2023-08-14,영주,392.1,34.3,월
2023-08-15,영주,372.1,29.4,화
2023-08-16,영주,370.6,31.4,수
2023-08-17,영주,373.5,32.7,목
2023-08-18,영주,396.8,29.0,금
2023-08-19,영주,348.4,30.8,토
2023-08-20,영주,328.4,37.1,일
2023-08-21,영주,377.0,27.9,월
2023-08-22,영주,420.0,35.2,화
2023-08-23,영주,392.0,30.5,수
2023-08-24,영주,380.5,32.1,목
2023-08-25,영주,353.8,38.3,금
2023-08-26,영주,352.3,33.5,토
2023-08-27,영주,345.9,35.2,일
2023-08-28,영주,375.0,33.6,월
2023-08-29,영주,375.9,33.5,화
2023-08-30,영주,375.4,34.2,수
2023-08-31,영주,381.9,33.7,목
2023-09-01,영주,610.4,29.8,금
2023-09-02,영주,585.6,24.0,토
2023-09-03,영주,532.8,25.7,일
2023-09-04,영주,654.1,26.3,월
2023-09-05,영주,708.0,23.2,화
2023-09-06,영주,618.8,29.6,수
2023-09-07,영주,620.7,27.4,목
2023-09-08,영주,631.7,28.5,금
2023-09-09,영주,553.3,28.6,토
2023-09-10,영주,546.6,27.1,일
2023-09-11,영주,646.7,27.1,월
2023-09-12,영주,522.0,28.7,화
2023-09-13,영주,618.0,28.8,수
2023-09-14,영주,600.1,27.5,목
2023-09-15,영주,641.0,29.7,금
2023-09-16,영주,562.0,26.0,토
2023-09-17,영주,512.8,25.6,일
2023-09-18,영주,638.4,26.2,월
2023-09-19,영주,627.7,29.4,화
2023-09-20,영주,627.8,29.0,수
2023-09-21,영주,625.2,26.2,목
2023-09-22,영주,635.1,29.1,금
2023-09-23,영주,570.3,29.9,토
2023-09-24,영주,580.3,28.2,일
2023-09-25,영주,585.0,27.4,월
2023-09-26,영주,589.2,27.2,화
2023-09-27,영주,607.6,26.1,수
2023-09-28,영주,602.6,25.9,목
2023-09-29,영주,618.5,23.7,금
2023-09-30,영주,528.3,27.5,토
2023-10-01,영주,864.9,21.3,일
2023-10-02,영주,883.0,16.8,월
2023-10-03,영주,874.9,18.5,화
2023-10-04,영주,909.1,21.7,수
2023-10-05,영주,826.0,19.5,목
2023-10-06,영주,861.1,21.3,금
2023-10-07,영주,837.7,20.1,토
2023-10-08,영주,772.1,22.7,일
2023-10-09,영주,926.4,14.0,월
2023-10-10,영주,974.9,23.6,화
2023-10-11,영주,895.4,20.4,수
2023-10-12,영주,873.3,21.6,목
2023-10-13,영주,941.2,21.0,금
2023-10-14,영주,940.2,22.1,토
2023-10-15,영주,805.2,20.8,일
2023-10-16,영주,836.8,19.9,월
2023-10-17,영주,899.2,18.6,화
2023-10-18,영주,925.0,19.0,수
2023-10-19,영주,969.5,18.4,목
2023-10-20,영주,917.6,20.0,금
2023-10-21,영주,832.6,19.3,토
2023-10-22,영주,790.4,21.7,일
2023-10-23,영주,904.1,18.7,월
2023-10-24,영주,880.4,17.3,화
2023-10-25,영주,958.1,19.0,수
2023-10-26,영주,926.9,20.5,목
2023-10-27,영주,911.7,21.7,금
2023-10-28,영주,821.9,20.8,토
2023-10-29,영주,802.1,20.5,일
2023-10-30,영주,911.8,15.1,월
2023-10-31,영주,960.5,22.8,화
2023-11-01,영주,1462.1,14.4,수
2023-11-02,영주,1390.6,12.7,목
2023-11-03,영주,1355.2,11.3,금
2023-11-04,영주,1313.9,13.7,토
2023-11-05,영주,1211.4,12.2,일
2023-11-06,영주,1418.4,12.5,월
2023-11-07,영주,1218.9,9.6,화
2023-11-08,영주,1293.0,11.4,수
2023-11-09,영주,1366.8,11.5,목
2023-11-10,영주,1477.0,11.6,금
2023-11-11,영주,1257.9,13.2,토
2023-11-12,영주,1168.7,13.7,일
2023-11-13,영주,1371.8,14.6,월
2023-11-14,영주,1303.2,13.8,화
2023-11-15,영주,1433.3,9.4,수
2023-11-16,영주,1314.9,13.3,목
2023-11-17,영주,1454.5,10.8,금
2023-11-18,영주,1341.1,10.1,토
2023-11-19,영주,1278.9,10.7,일
2023-11-20,영주,1418.5,11.8,월
2023-11-21,영주,1365.8,11.4,화
2023-11-22,영주,1308.0,12.6,수
2023-11-23,영주,1341.7,14.0,목
2023-11-24,영주,1308.5,12.0,금
2023-11-25,영주,1227.5,7.4,토
2023-11-26,영주,1287.9,17.3,일
2023-11-27,영주,1358.9,12.5,월
2023-11-28,영주,1414.7,12.5,화
2023-11-29,영주,1453.7,10.1,수
2023-11-30,영주,1426.4,13.9,목
2023-12-01,영주,1837.8,7.9,금
2023-12-02,영주,1701.3,8.4,토
2023-12-03,영주,1605.0,6.3,일
2023-12-04,영주,1978.2,7.2,월
2023-12-05,영주,1701.3,4.5,화
2023-12-06,영주,1840.7,7.3,수
2023-12-07,영주,1858.4,7.4,목
2023-12-08,영주,1972.8,6.6,금
2023-12-09,영주,1583.9,3.8,토
2023-12-10,영주,1516.6,6.8,일
2023-12-11,영주,1988.5,6.7,월
2023-12-12,영주,1857.2,7.1,화
2023-12-13,영주,1779.4,4.5,수
2023-12-14,영주,1806.8,6.3,목
2023-12-15,영주,1887.2,9.6,금
2023-12-16,영주,1672.8,4.8,토
2023-12-17,영주,1746.6,8.0,일
2023-12-18,영주,1742.8,10.2,월
2023-12-19,영주,1720.6,5.4,화
2023-12-20,영주,1878.8,6.5,수
2023-12-21,영주,1829.0,9.0,목
2023-12-22,영주,1849.9,6.4,금
2023-12-23,영주,1825.0,5.3,토
2023-12-24,영주,1667.7,3.8,일
2023-12-25,영주,1836.6,11.1,월
2023-12-26,영주,1803.2,6.6,화
2023-12-27,영주,1962.0,6.6,수
2023-12-28,영주,1976.8,2.6,목
2023-12-29,영주,1811.5,4.2,금
2023-12-30,영주,1701.0,6.2,토
2023-12-31,영주,1690.6,3.8,일
2024-01-01,영주,1782.1,9.0,월
2024-01-02,영주,1849.2,5.4,화
2024-01-03,영주,1914.3,5.9,수
2024-01-04,영주,1959.2,3.7,목
2024-01-05,영주,1894.2,8.6,금
2024-01-06,영주,1609.9,6.4,토
2024-01-07,영주,1761.9,3.1,일
2024-01-08,영주,1946.5,8.0,월
2024-01-09,영주,1912.4,4.4,화
2024-01-10,영주,1970.3,2.5,수
2024-01-11,영주,1869.3,6.8,목
2024-01-12,영주,1937.9,4.1,금
2024-01-13,영주,1715.6,4.1,토
2024-01-14,영주,1700.0,9.2,일
2024-01-15,영주,1850.6,4.3,월
2024-01-16,영주,1895.2,6.5,화
2024-01-17,영주,2038.8,3.7,수
2024-01-18,영주,1855.1,7.8,목
2024-01-19,영주,2008.8,1.3,금
2024-01-20,영주,1789.3,3.6,토
2024-01-21,영주,1798.1,1.1,일
2024-01-22,영주,1982.4,2.6,월
2024-01-23,영주,1821.3,5.0,화
2024-01-24,영주,1978.1,4.2,수
2024-01-25,영주,1968.4,5.2,목
2024-01-26,영주,1762.9,9.0,금
2024-01-27,영주,1730.2,8.2,토
2024-01-28,영주,1606.8,3.2,일
2024-01-29,영주,2000.6,4.6,월
2024-01-30,영주,2057.0,4.7,화
2024-01-31,영주,1911.3,2.1,수
2024-02-01,영주,1791.5,4.5,목
2024-02-02,영주,1722.5,8.8,금
2024-02-03,영주,1599.3,1.8,토
2024-02-04,영주,1615.6,7.9,일
2024-02-05,영주,1665.3,9.5,월
2024-02-06,영주,1864.4,8.4,화
2024-02-07,영주,1787.6,3.5,수
2024-02-08,영주,1752.3,6.0,목
2024-02-09,영주,1716.6,7.7,금
2024-02-10,영주,1586.3,5.7,토
2024-02-11,영주,1497.6,4.8,일
2024-02-12,영주,1658.4,8.4,월
2024-02-13,영주,1800.2,8.3,화
2024-02-14,영주,1699.9,3.6,수
2024-02-15,영주,1673.2,9.4,목
2024-02-16,영주,1800.1,6.1,금
2024-02-17,영주,1563.6,8.6,토
2024-02-18,영주,1696.2,5.8,일
2024-02-19,영주,1845.6,10.5,월
2024-02-20,영주,1688.4,7.2,화
2024-02-21,영주,1805.5,5.3,수
2024-02-22,영주,1882.8,7.8,목
2024-02-23,영주,1627.3,8.3,금
2024-02-24,영주,1504.5,9.1,토
2024-02-25,영주,1603.4,6.2,일
2024-02-26,영주,2033.1,11.0,월
2024-02-27,영주,1743.4,8.2,화
2024-02-28,영주,1837.6,8.1,수
2024-02-29,영주,1917.4,6.4,목
2024-03-01,영주,1254.5,13.0,금
2024-03-02,영주,1124.8,13.8,토
2024-03-03,영주,1067.6,14.2,일
2024-03-04,영주,1156.7,11.4,월
2024-03-05,영주,1271.7,13.4,화
2024-03-06,영주,1326.5,13.4,수
2024-03-07,영주,1264.9,12.5,목
2024-03-08,영주,1200.3,10.3,금
2024-03-09,영주,1148.4,13.9,토
2024-03-10,영주,1097.7,11.9,일
2024-03-11,영주,1202.1,9.5,월
2024-03-12,영주,1259.2,14.3,화
2024-03-13,영주,1227.0,13.5,수
2024-03-14,영주,1183.6,12.5,목
2024-03-15,영주,1249.8,13.9,금
2024-03-16,영주,1072.6,13.5,토
2024-03-17,영주,1162.0,8.2,일
2024-03-18,영주,1171.2,11.5,월
2024-03-19,영주,1200.0,13.9,화
2024-03-20,영주,1261.8,14.6,수
2024-03-21,영주,1140.4,13.9,목
2024-03-22,영주,1240.0,14.9,금
2024-03-23,영주,1109.5,11.8,토
2024-03-24,영주,1124.1,8.9,일
2024-03-25,영주,1141.2,10.4,월
2024-03-26,영주,1292.1,9.5,화
2024-03-27,영주,1317.9,11.2,수
2024-03-28,영주,1119.5,11.4,목
2024-03-29,영주,1299.6,10.3,금
2024-03-30,영주,1071.4,12.2,토
2024-03-31,영주,1129.2,12.8,일
2024-04-01,영주,902.4,22.2,월
2024-04-02,영주,785.7,19.3,화
2024-04-03,영주,852.5,19.2,수
2024-04-04,영주,801.2,18.1,목
2024-04-05,영주,839.5,20.7,금
2024-04-06,영주,728.6,20.1,토
2024-04-07,영주,722.4,19.5,일
2024-04-08,영주,885.1,21.8,월
2024-04-09,영주,802.4,16.3,화
2024-04-10,영주,814.2,17.0,수
2024-04-11,영주,780.5,19.8,목
2024-04-12,영주,799.3,18.2,금
2024-04-13,영주,760.0,20.4,토
2024-04-14,영주,764.0,18.6,일
2024-04-15,영주,830.1,18.9,월
2024-04-16,영주,897.9,23.3,화
2024-04-17,영주,876.4,17.4,수
2024-04-18,영주,793.2,21.6,목
2024-04-19,영주,906.2,21.6,금
2024-04-20,영주,722.6,17.8,토
2024-04-21,영주,767.6,22.0,일
2024-04-22,영주,855.8,21.1,월
2024-04-23,영주,785.7,20.8,화
2024-04-24,영주,890.7,22.1,수
2024-04-25,영주,839.7,19.5,목
2024-04-26,영주,863.1,16.9,금
2024-04-27,영주,755.0,21.1,토
2024-04-28,영주,744.7,22.2,일
2024-04-29,영주,798.6,21.1,월
2024-04-30,영주,834.2,20.0,화
2024-05-01,영주,600.7,28.0,수
2024-05-02,영주,637.3,27.2,목
2024-05-03,영주,562.8,26.6,금
2024-05-04,영주,588.8,31.0,토
2024-05-05,영주,569.8,24.9,일
2024-05-06,영주,620.1,26.5,월
2024-05-07,영주,604.8,28.1,화
2024-05-08,영주,590.9,25.9,수
2024-05-09,영주,586.5,25.7,목
2024-05-10,영주,590.1,27.4,금
2024-05-11,영주,591.8,28.9,토
2024-05-12,영주,557.4,26.3,일
2024-05-13,영주,626.4,28.5,월
2024-05-14,영주,634.7,27.7,화
2024-05-15,영주,574.1,28.5,수
2024-05-16,영주,639.2,29.2,목
2024-05-17,영주,613.2,26.0,금
2024-05-18,영주,545.0,28.9,토
2024-05-19,영주,615.9,29.6,일
2024-05-20,영주,569.7,25.9,월
2024-05-21,영주,634.1,28.1,화
2024-05-22,영주,656.5,27.0,수
2024-05-23,영주,633.2,24.8,목
2024-05-24,영주,664.6,26.3,금
2024-05-25,영주,529.7,31.5,토
2024-05-26,영주,574.5,26.4,일
2024-05-27,영주,610.6,26.7,월
2024-05-28,영주,553.3,27.6,화
2024-05-29,영주,590.9,27.5,수
2024-05-30,영주,656.2,26.5,목
2024-05-31,영주,636.9,25.0,금
2024-06-01,영주,339.4,32.4,토
2024-06-02,영주,350.1,34.6,일
2024-06-03,영주,401.0,34.1,월
2024-06-04,영주,370.8,32.3,화
2024-06-05,영주,366.7,30.8,수
2024-06-06,영주,406.3,38.9,목
2024-06-07,영주,357.2,30.3,금
2024-06-08,영주,353.7,34.0,토
2024-06-09,영주,339.9,34.1,일
2024-06-10,영주,388.8,32.7,월
2024-06-11,영주,340.1,33.2,화
2024-06-12,영주,366.2,32.5,수
2024-06-13,영주,439.6,33.3,목
2024-06-14,영주,376.5,33.7,금
2024-06-15,영주,352.6,34.8,토
2024-06-16,영주,354.7,33.8,일
2024-06-17,영주,360.9,37.1,월
2024-06-18,영주,364.8,33.9,화
2024-06-19,영주,364.9,34.1,수
2024-06-20,영주,376.9,32.2,목
2024-06-21,영주,400.1,34.9,금
2024-06-22,영주,345.2,30.5,토
2024-06-23,영주,322.6,31.6,일
2024-06-24,영주,376.6,32.6,월
2024-06-25,영주,390.8,37.8,화
2024-06-26,영주,371.7,30.2,수
2024-06-27,영주,422.4,35.0,목
2024-06-28,영주,346.5,29.8,금
2024-06-29,영주,351.0,36.7,토
2024-06-30,영주,353.5,31.3,일
2024-07-01,영주,306.1,29.7,월
2024-07-02,영주,320.1,35.7,화
2024-07-03,영주,307.3,33.0,수
2024-07-04,영주,309.9,33.1,목
2024-07-05,영주,299.8,33.2,금
2024-07-06,영주,284.4,33.0,토
2024-07-07,영주,272.2,36.7,일
2024-07-08,영주,283.8,35.1,월
2024-07-09,영주,305.2,34.4,화
2024-07-10,영주,289.0,40.2,수
2024-07-11,영주,321.3,37.9,목
2024-07-12,영주,332.9,35.6,금
2024-07-13,영주,280.8,35.7,토
2024-07-14,영주,292.2,34.9,일
2024-07-15,영주,296.4,37.2,월
2024-07-16,영주,302.9,32.4,화
2024-07-17,영주,305.0,33.4,수
2024-07-18,영주,299.0,37.5,목
2024-07-19,영주,306.9,34.9,금
2024-07-20,영주,244.5,36.7,토
2024-07-21,영주,278.3,33.8,일
2024-07-22,영주,298.5,37.4,월
2024-07-23,영주,315.5,31.2,화
2024-07-24,영주,287.8,33.7,수
2024-07-25,영주,303.2,33.8,목
2024-07-26,영주,272.3,33.8,금
2024-07-27,영주,293.0,36.8,토
2024-07-28,영주,259.7,36.3,일
2024-07-29,영주,305.9,34.6,월
2024-07-30,영주,316.2,36.2,화
2024-07-31,영주,307.3,33.5,수
2024-08-01,영주,410.3,33.9,목
2024-08-02,영주,397.6,34.4,금
2024-08-03,영주,368.5,33.2,토
2024-08-04,영주,329.4,33.8,일
2024-08-05,영주,395.8,35.8,월
2024-08-06,영주,373.3,32.1,화
2024-08-07,영주,391.4,33.6,수
2024-08-08,영주,388.5,33.4,목
2024-08-09,영주,403.0,36.4,금
2024-08-10,영주,360.5,33.4,토
2024-08-11,영주,351.1,30.9,일
2024-08-12,영주,378.3,36.6,월
2024-08-13,영주,370.0,31.3,화
2024-08-14,영주,367.5,30.8,수
2024-08-15,영주,355.6,32.2,목
2024-08-16,영주,399.8,33.0,금
2024-08-17,영주,370.4,31.2,토
2024-08-18,영주,362.0,34.0,일
2024-08-19,영주,398.8,31.7,월
2024-08-20,영주,399.5,30.8,화
2024-08-21,영주,393.1,33.3,수
2024-08-22,영주,365.4,30.6,목
2024-08-23,영주,364.4,34.2,금
2024-08-24,영주,320.7,33.9,토
2024-08-25,영주,323.0,34.7,일
2024-08-26,영주,394.5,34.1,월
2024-08-27,영주,393.6,31.6,화
2024-08-28,영주,372.2,33.5,수
2024-08-29,영주,345.0,31.0,목
2024-08-30,영주,352.6,33.7,금
2024-08-31,영주,339.7,33.2,토
2024-09-01,영주,542.5,28.9,일
2024-09-02,영주,634.4,26.8,월
2024-09-03,영주,621.7,28.2,화
2024-09-04,영주,565.0,28.4,수
2024-09-05,영주,630.7,29.0,목
2024-09-06,영주,604.5,25.5,금
2024-09-07,영주,547.1,27.4,토
2024-09-08,영주,590.2,28.2,일
2024-09-09,영주,571.8,29.7,월
2024-09-10,영주,652.7,28.7,화
2024-09-11,영주,645.4,28.3,수
2024-09-12,영주,643.3,31.5,목
2024-09-13,영주,644.0,28.0,금
2024-09-14,영주,551.5,27.8,토
2024-09-15,영주,593.9,26.8,일
2024-09-16,영주,658.9,25.9,월
2024-09-17,영주,569.2,28.5,화
2024-09-18,영주,547.7,28.2,수
2024-09-19,영주,639.1,28.8,목
2024-09-20,영주,615.8,26.3,금
2024-09-21,영주,536.9,31.4,토
2024-09-22,영주,591.6,25.4,일
